char_count,uppercase_frequency,digit_frequency,whitespace_frequency,alphabet_count,a_frequency,b_frequency,c_frequency,d_frequency,e_frequency,f_frequency,g_frequency,h_frequency,i_frequency,j_frequency,k_frequency,l_frequency,m_frequency,n_frequency,o_frequency,p_frequency,q_frequency,r_frequency,s_frequency,t_frequency,u_frequency,v_frequency,w_frequency,x_frequency,y_frequency,z_frequency,~_frequency,@_frequency,#_frequency,$_frequency,%_frequency,^_frequency,&_frequency,*_frequency,-_frequency,__frequency,=_frequency,+_frequency,>_frequency,<_frequency,[_frequency,]_frequency,{_frequency,}_frequency,/_frequency,\_frequency,|_frequency,word_count,avg_word_length,avg_sentence_length,avg_sentence_word_count,unique_words_frequency,punctuation_frequency,a_frequency,between_frequency,in_frequency,nor_frequency,some_frequency,upon_frequency,about_frequency,both_frequency,including_frequency,nothing_frequency,somebody_frequency,us_frequency,above_frequency,but_frequency,inside_frequency,of_frequency,someone_frequency,used_frequency,after_frequency,by_frequency,into_frequency,off_frequency,something_frequency,via_frequency,all_frequency,can_frequency,is_frequency,on_frequency,such_frequency,we_frequency,although_frequency,cos_frequency,it_frequency,once_frequency,than_frequency,what_frequency,am_frequency,do_frequency,its_frequency,one_frequency,that_frequency,whatever_frequency,among_frequency,down_frequency,latter_frequency,onto_frequency,the_frequency,when_frequency,an_frequency,each_frequency,less_frequency,opposite_frequency,their_frequency,where_frequency,and_frequency,either_frequency,like_frequency,or_frequency,them_frequency,whether_frequency,another_frequency,enough_frequency,little_frequency,our_frequency,these_frequency,which_frequency,any_frequency,every_frequency,lots_frequency,outside_frequency,they_frequency,while_frequency,anybody_frequency,everybody_frequency,many_frequency,over_frequency,this_frequency,who_frequency,anyone_frequency,everyone_frequency,me_frequency,own_frequency,those_frequency,whoever_frequency,anything_frequency,everything_frequency,more_frequency,past_frequency,though_frequency,whom_frequency,are_frequency,few_frequency,most_frequency,per_frequency,through_frequency,whose_frequency,around_frequency,following_frequency,much_frequency,plenty_frequency,till_frequency,will_frequency,as_frequency,for_frequency,must_frequency,plus_frequency,to_frequency,with_frequency,at_frequency,from_frequency,my_frequency,regarding_frequency,toward_frequency,within_frequency,be_frequency,have_frequency,near_frequency,same_frequency,towards_frequency,without_frequency,because_frequency,he_frequency,need_frequency,several_frequency,under_frequency,worth_frequency,before_frequency,her_frequency,neither_frequency,she_frequency,unless_frequency,would_frequency,behind_frequency,him_frequency,no_frequency,should_frequency,unlike_frequency,yes_frequency,below_frequency,i_frequency,nobody_frequency,since_frequency,until_frequency,you_frequency,beside_frequency,if_frequency,none_frequency,so_frequency,up_frequency,your_frequency,sentence_count,repeated_punctuation_frequency,pos_LS,pos_TO,pos_VBN,pos_'',pos_WP,pos_UH,pos_VBG,pos_JJ,pos_VBZ,pos_--,pos_VBP,pos_NN,pos_DT,pos_PRP,pos_:,pos_WP$,pos_NNPS,pos_PRP$,pos_WDT,pos_(,pos_),pos_.,"pos_,",pos_``,pos_$,pos_RB,pos_RBR,pos_RBS,pos_VBD,pos_IN,pos_FW,pos_RP,pos_JJR,pos_JJS,pos_PDT,pos_MD,pos_VB,pos_WRB,pos_NNP,pos_EX,pos_NNS,pos_SYM,pos_CC,pos_CD,pos_POS,author
3019,0.03246107982775753,0.0,0.17290493540907587,2337,0.0669095727061941,0.008280887711162636,0.017555481947664788,0.03477972838688308,0.09340841338191454,0.017224246439218285,0.01689301093077178,0.042066909572706195,0.05564756541901292,0.0,0.010599536270288175,0.029479960251738987,0.02186154355746936,0.049022855250082806,0.060947333554157004,0.01159324279562769,0.0009937065253395165,0.03875455448824114,0.05399138787678039,0.06889698575687314,0.02484266313348791,0.00364359059291156,0.020867837032129844,0.001324942033786022,0.02186154355746936,0.002649884067572044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002649884067572044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523,4.774378585086042,61.916666666666664,12.968528901348284,0.6061185468451242,0.05034779728386883,202,0,47,0,4,0,4,0,0,0,1,11,0,1,0,12,1,2,1,1,0,1,1,0,9,2,16,22,2,6,0,0,10,0,2,2,5,4,0,5,6,0,0,2,0,0,38,0,30,0,0,0,0,0,12,0,5,20,2,0,0,0,0,3,1,0,2,2,0,0,8,0,0,1,0,0,5,3,0,0,19,3,0,0,1,1,1,0,3,0,8,0,4,10,0,0,2,1,0,0,0,0,22,12,0,0,18,3,30,1,7,0,0,1,10,1,0,0,0,0,2,58,0,0,0,0,3,9,0,6,0,4,0,1,7,0,1,1,0,168,0,0,0,13,0,3,0,12,1,2,48,0.05263157894736842,0,15,10,38,5,0,20,37,9,0,10,62,40,84,4,0,0,11,1,0,0,51,29,22,0,24,1,1,51,65,0,3,0,1,1,9,24,2,20,1,15,0,12,5,0,1112924
3026,0.014540647719762063,0.0,0.18374091209517515,2393,0.05485789821546596,0.013218770654329148,0.021480502313284865,0.03932584269662921,0.1037673496364838,0.018175809649702578,0.020819563780568408,0.06642432253800397,0.05221414408460013,0.0013218770654329147,0.006609385327164574,0.025776602775941838,0.01982815598149372,0.04758757435558493,0.05485789821546596,0.012888301387970919,0.00033046926635822867,0.04593522802379379,0.05750165234633179,0.06972901520158625,0.025446133509583607,0.005948446794448116,0.015532055518836747,0.0013218770654329147,0.008261731658955718,0.0016523463317911435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006609385327164573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557,4.434470377019749,96.64516129032258,21.7940707849027,0.5673249551166966,0.024124256444150696,166,0,43,0,1,0,1,0,0,0,0,7,1,7,0,15,0,5,2,1,1,3,1,0,2,0,43,24,2,6,0,2,13,2,0,3,2,3,0,3,3,0,0,1,0,0,32,0,30,0,0,0,1,1,17,0,1,15,5,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,3,0,0,0,16,1,0,0,0,0,2,0,2,0,1,0,0,3,0,0,0,0,1,0,2,0,18,8,0,0,28,2,29,4,0,0,0,0,11,0,0,2,0,0,0,98,1,0,1,0,2,31,0,19,0,3,0,7,9,0,0,1,0,158,0,0,0,1,0,3,0,11,5,0,31,0.0273972602739726,0,23,17,8,3,0,18,22,3,0,0,77,33,57,2,0,0,49,0,1,1,30,29,2,0,44,2,0,54,64,0,7,1,0,1,4,22,4,17,1,23,0,14,3,0,1497577
3100,0.028064516129032258,0.0016129032258064516,0.17935483870967742,2392,0.06322580645161291,0.01064516129032258,0.02064516129032258,0.04032258064516129,0.09419354838709677,0.013225806451612903,0.014516129032258065,0.05096774193548387,0.05129032258064516,0.0016129032258064516,0.01032258064516129,0.03258064516129032,0.02,0.05419354838709677,0.054838709677419356,0.008387096774193548,0.0003225806451612903,0.043548387096774194,0.047419354838709675,0.07451612903225806,0.02032258064516129,0.007419354838709678,0.016129032258064516,0.0022580645161290325,0.01870967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557,4.567324955116697,58.63461538461539,12.83784621432027,0.599640933572711,0.04645161290322581,196,0,46,0,2,0,2,0,0,0,0,8,0,8,0,7,1,0,1,0,0,1,0,0,11,0,17,20,0,8,0,0,31,0,0,2,6,6,1,6,7,0,0,0,0,0,34,1,39,1,2,0,2,0,21,0,2,19,0,0,1,0,3,3,1,0,3,2,0,0,0,1,0,0,0,3,1,2,0,1,19,1,0,0,2,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,1,2,11,7,0,1,29,2,21,2,0,0,0,0,7,2,0,1,0,1,1,74,1,0,1,0,2,16,0,17,1,2,0,1,14,0,0,0,0,159,0,1,0,12,0,6,0,8,2,2,52,0.0,0,16,6,45,4,1,13,28,12,0,11,99,60,65,0,0,0,14,0,0,0,58,21,20,0,29,0,0,49,59,0,1,0,1,0,8,29,4,30,1,14,0,23,5,0,1497577
3046,0.056467498358502954,0.0,0.17793827971109652,2300,0.060078791858174656,0.01247537754432042,0.015430072225869994,0.03282994090610637,0.0850295469468155,0.013788575180564675,0.01608667104399212,0.044320420223243596,0.05285620485883125,0.005909389363099146,0.01247537754432042,0.036769533814839134,0.02757715036112935,0.04464871963230466,0.06369008535784636,0.00984898227183191,0.00032829940906106366,0.03578463558765594,0.03775443204202233,0.06270518713066317,0.021996060407091268,0.009520682862770847,0.021996060407091268,0.000984898227183191,0.030203545633617858,0.0,0.0006565988181221273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001969796454366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543,4.611418047882136,50.644067796610166,10.982319813721773,0.6519337016574586,0.06369008535784636,183,1,36,1,3,0,0,0,0,0,0,9,0,3,0,8,0,1,2,1,2,2,1,0,6,0,8,21,0,4,0,0,21,1,0,4,5,8,0,8,11,0,0,2,0,0,25,3,30,0,0,0,0,1,16,0,3,22,4,0,0,0,1,2,0,0,3,3,0,1,2,1,0,0,1,0,2,1,0,2,22,3,0,0,1,1,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,14,10,0,0,20,10,24,4,7,0,0,0,17,9,0,0,0,0,2,43,0,1,0,0,1,9,0,2,0,1,1,2,13,2,0,4,0,161,0,0,0,21,0,2,0,10,5,2,59,0.020618556701030927,0,12,14,52,5,2,14,24,6,0,19,74,39,59,5,0,0,17,2,0,2,65,38,28,0,40,1,0,41,56,0,3,0,3,0,5,25,7,66,1,9,0,18,4,0,2855986
3098,0.04809554551323435,0.0006455777921239509,0.1736604260813428,2304,0.06358941252420917,0.012265978050355068,0.02356358941252421,0.03195610071013557,0.09038089089735313,0.010006455777921239,0.019367333763718526,0.04906391220142027,0.047449967721110396,0.0035506778566817302,0.014202711426726921,0.03389283408650742,0.019044544867656554,0.04260813428018076,0.05777921239509361,0.013879922530664945,0.0006455777921239509,0.040994189799870885,0.04454486765655261,0.05358295674628793,0.023886378308586184,0.006778566817301485,0.014848289218850872,0.0006455777921239509,0.023240800516462233,0.001936733376371853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004841833440929632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539,4.749536178107607,43.91304347826087,9.245754076086955,0.6808905380333952,0.07714654615881214,197,0,48,1,3,0,1,1,0,1,0,10,0,1,1,7,1,2,0,1,1,1,0,0,6,5,16,10,0,3,0,0,15,0,0,6,5,6,1,3,7,2,0,1,0,0,24,0,27,1,0,0,1,1,11,0,2,17,0,0,0,0,1,1,0,1,2,1,0,0,3,1,0,0,0,0,0,1,0,1,17,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,16,6,0,0,27,1,22,0,2,0,0,0,11,4,1,0,0,0,1,52,0,0,2,0,1,8,0,3,0,1,1,4,11,0,0,0,0,147,0,0,0,10,0,2,0,8,5,0,69,0.012552301255230125,0,21,3,59,5,7,14,26,4,0,16,81,30,54,2,0,0,19,3,0,0,86,48,39,0,29,1,0,51,45,0,6,0,0,0,6,32,5,78,0,10,0,10,3,0,2855986
3022,0.016876240900066182,0.0,0.17372600926538717,2422,0.06353408338848444,0.014890800794176042,0.02084712111184646,0.03805426869622766,0.0943084050297816,0.022501654533421574,0.013898080741230973,0.05625413633355394,0.04599602911978822,0.00033090668431502316,0.00628722700198544,0.03474520185307743,0.027134348113831898,0.048643282594308404,0.0671740569159497,0.015221707478491065,0.0,0.0585704831237591,0.04698874917273329,0.06684315023163467,0.022170747849106553,0.00628722700198544,0.01588352084712111,0.0009927200529450694,0.012905360688285903,0.0009927200529450694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006618133686300463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526,4.747148288973384,115.26923076923077,24.281784295000154,0.6026615969581749,0.024156187954996692,192,0,44,0,2,0,0,1,0,0,0,17,0,0,0,19,0,1,2,1,1,5,1,0,14,0,25,31,1,7,0,0,14,0,0,0,4,4,0,4,9,0,0,1,0,0,48,2,32,0,0,0,1,0,16,0,1,38,1,0,0,1,0,5,0,0,0,1,0,1,1,1,0,0,0,7,1,1,0,0,13,2,0,0,0,0,2,0,0,0,3,1,1,7,3,0,0,0,0,0,0,0,18,7,0,0,14,5,29,6,4,0,0,0,16,0,0,1,0,0,0,71,0,1,0,0,0,7,0,2,0,1,0,7,5,0,0,1,0,139,0,0,0,4,0,1,0,9,1,1,26,0.0,0,9,19,16,1,0,11,45,2,0,1,110,60,23,6,0,1,26,2,0,0,26,22,3,0,17,1,0,41,69,0,5,1,0,0,5,17,3,28,1,22,0,17,3,0,1220273
2982,0.023809523809523808,0.0,0.1807511737089202,2348,0.06639839034205232,0.009725016767270288,0.01643192488262911,0.042924211938296444,0.09859154929577464,0.019114688128772636,0.018443997317236754,0.0482897384305835,0.046948356807511735,0.001676727028839705,0.007377598926894702,0.03420523138832998,0.019785378940308518,0.052313883299798795,0.056002682763246145,0.01374916163648558,0.0,0.04963112005365526,0.04493628437290409,0.07075788061703554,0.021462105969148222,0.0053655264922870555,0.022132796780684104,0.0,0.014419852448021462,0.006371562709590879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540,4.524074074074074,101.86206896551724,22.515561703388993,0.5648148148148148,0.03085177733065057,198,0,45,0,1,0,0,1,0,0,0,14,1,2,1,16,0,0,3,0,3,2,0,0,6,1,9,7,0,14,0,1,36,0,0,1,2,10,0,3,3,0,0,1,1,0,49,1,56,0,0,0,0,0,41,0,2,24,2,0,2,0,0,2,0,0,6,2,0,0,2,1,0,0,6,3,1,0,0,0,13,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,3,0,3,0,0,0,19,13,0,0,20,6,18,1,6,0,0,0,13,2,0,0,0,0,0,65,1,0,1,0,8,11,0,1,0,1,2,2,8,0,1,0,0,140,0,0,1,2,0,3,0,7,2,0,29,0.0,0,10,11,13,1,0,17,29,1,0,6,77,60,49,1,0,0,11,1,0,0,37,32,9,0,39,2,0,52,74,0,2,1,1,0,2,8,3,36,3,19,0,25,4,0,748687
3064,0.03590078328981723,0.0,0.1693864229765013,2390,0.058093994778067884,0.009138381201044387,0.018276762402088774,0.04046997389033943,0.10509138381201044,0.016971279373368148,0.021866840731070498,0.041449086161879894,0.05221932114882506,0.0026109660574412533,0.006201044386422976,0.03524804177545692,0.020887728459530026,0.050913838120104436,0.05842036553524804,0.015992167101827676,0.0,0.05254569190600522,0.051240208877284595,0.05972584856396867,0.01762402088772846,0.005548302872062663,0.01664490861618799,0.00685378590078329,0.015339425587467363,0.0006527415143603133,0.0,0.0,0.0,0.0,0.0,0.0,0.0006527415143603133,0.0,0.0019582245430809398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520,4.894230769230769,48.435483870967744,9.89644464161227,0.6807692307692308,0.047976501305483026,178,1,50,0,1,0,1,0,0,0,0,3,0,1,0,10,0,1,1,1,0,0,1,1,8,0,9,21,0,10,0,0,16,0,1,1,6,5,1,3,2,0,0,2,0,0,39,0,22,0,1,0,1,0,13,0,1,25,2,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,13,5,0,0,0,0,1,0,0,0,2,0,2,0,0,0,3,0,1,0,0,0,14,9,0,0,17,3,19,2,0,0,0,0,6,0,0,0,0,0,0,68,0,0,0,0,2,23,0,3,0,0,0,0,3,0,0,3,0,160,0,0,2,7,0,5,0,11,4,1,62,0.013605442176870748,0,12,9,26,2,3,15,36,2,0,2,97,47,24,4,0,0,22,1,0,0,55,36,17,0,22,1,1,46,51,0,4,2,1,0,0,16,2,79,0,16,0,13,4,0,3439302
3098,0.02194964493221433,0.0,0.17462879276952872,2409,0.06294383473208522,0.013234344738540994,0.021626856036152355,0.041639767591994836,0.09780503550677856,0.015493867010974823,0.018076178179470628,0.05035506778566817,0.04228534538411879,0.0006455777921239509,0.007746933505487412,0.040348612007746934,0.017753389283408652,0.04422207876049064,0.06036152356358941,0.017753389283408652,0.0006455777921239509,0.046481601032924466,0.041639767591994836,0.07133634602969657,0.028405422853453842,0.004519044544867657,0.015493867010974823,0.0,0.016785022595222725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009683666881859264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542,4.717712177121771,64.93617021276596,13.764334867156492,0.6365313653136532,0.046804389928986445,195,0,36,0,2,0,2,4,0,0,0,12,0,1,0,17,0,0,0,2,3,2,1,0,7,0,10,18,0,2,0,0,26,0,1,0,2,7,2,4,4,0,0,2,0,0,54,2,31,0,0,0,1,1,18,1,1,19,6,0,0,0,3,4,0,2,2,0,0,0,3,0,0,0,1,0,0,2,0,0,15,3,0,0,0,0,2,0,1,0,5,0,2,3,0,0,1,0,1,1,0,1,23,7,0,0,26,1,22,5,0,0,2,0,11,2,1,0,2,0,1,78,0,0,0,1,2,10,0,3,0,1,0,2,9,1,0,0,0,131,0,0,0,11,0,5,0,6,6,3,47,0.041379310344827586,0,14,8,42,2,2,9,41,5,0,12,95,55,58,3,0,0,10,3,0,0,48,25,20,0,33,1,0,57,58,0,5,2,0,2,3,19,4,28,3,18,0,17,1,0,870118
2922,0.02053388090349076,0.0,0.1868583162217659,2280,0.0568104038329911,0.01574264202600958,0.020191649555099247,0.039014373716632446,0.10506502395619438,0.02190280629705681,0.02190280629705681,0.05475701574264202,0.05270362765229295,0.001026694045174538,0.00787132101300479,0.03764544832306639,0.022587268993839837,0.049623545516769334,0.058521560574948665,0.01403148528405202,0.00034223134839151266,0.035249828884325804,0.044147843942505136,0.06433949349760439,0.025325119780971937,0.004449007529089665,0.015058179329226557,0.0034223134839151265,0.008555783709787816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006844626967830253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547,4.343692870201097,87.57575757575758,20.161590654014898,0.5575868372943327,0.03216974674880219,166,0,52,2,3,0,0,1,0,0,0,5,0,5,0,23,0,2,2,1,0,1,1,0,7,3,17,18,1,6,0,0,15,0,1,1,6,5,0,2,3,0,0,2,0,0,38,1,27,0,0,0,0,0,14,0,5,16,4,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,6,1,0,0,16,2,0,0,0,0,1,0,5,0,2,0,0,1,0,0,1,0,5,0,1,0,22,11,0,0,18,4,21,1,0,0,0,0,20,0,1,0,0,1,0,80,2,0,0,0,2,14,0,8,0,1,2,8,13,1,0,0,0,154,0,1,0,3,1,1,0,10,1,1,33,0.02127659574468085,0,13,9,12,2,2,17,23,4,0,2,81,59,49,1,0,0,14,0,0,0,34,39,5,0,46,0,0,37,88,0,4,2,1,2,9,31,3,29,0,10,0,16,2,0,967934
3100,0.03225806451612903,0.0,0.18,2360,0.06064516129032258,0.008387096774193548,0.011612903225806452,0.03903225806451613,0.10903225806451614,0.024516129032258065,0.01806451612903226,0.05451612903225807,0.04032258064516129,0.0003225806451612903,0.0070967741935483875,0.03129032258064516,0.02258064516129032,0.04967741935483871,0.054838709677419356,0.012580645161290323,0.0003225806451612903,0.0467741935483871,0.05419354838709677,0.06451612903225806,0.017741935483870968,0.004838709677419355,0.013870967741935483,0.0,0.014193548387096775,0.0003225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559,4.547406082289803,66.41304347826087,14.60459925426744,0.6243291592128801,0.05870967741935484,188,0,37,1,2,0,1,0,0,0,0,14,0,4,0,26,0,0,0,0,1,5,1,0,6,2,19,23,0,10,0,0,16,1,0,2,4,10,0,3,5,0,0,0,0,0,61,0,33,1,1,0,4,0,15,0,1,23,4,0,0,0,0,4,2,0,0,0,0,0,10,0,0,0,0,1,7,3,0,0,19,0,0,0,0,0,1,0,2,0,5,0,1,0,2,0,0,0,1,0,0,0,19,11,0,0,15,3,18,2,7,0,0,1,10,2,0,0,0,0,0,91,0,1,0,0,4,13,0,6,0,2,0,2,9,1,0,1,0,125,0,0,0,3,0,3,0,13,3,0,46,0.0,0,11,10,44,5,0,9,25,11,0,15,84,58,52,0,0,0,26,0,0,0,62,47,29,0,31,2,0,49,56,0,3,0,3,0,6,20,2,45,0,32,0,17,2,0,512464
3061,0.03430251551780464,0.0006533812479581836,0.1832734400522705,2384,0.0761189153871284,0.01110748121528912,0.017641293694870958,0.047696831100947405,0.08624632473048023,0.015027768703038223,0.015027768703038223,0.06076445606011108,0.035282587389741916,0.0013067624959163672,0.010780790591310029,0.021234890558640966,0.026788631166285527,0.057497549820320154,0.06958510290754655,0.013067624959163672,0.0006533812479581836,0.053577262332571055,0.05455733420450833,0.057170859196341066,0.018621365566808233,0.003266906239790918,0.013394315583142764,0.001633453119895459,0.010127409343351846,0.0006533812479581836,0.0,0.0003266906239790918,0.0,0.0,0.0,0.0,0.0,0.0013067624959163672,0.0003266906239790918,0.0,0.0,0.0,0.0,0.0,0.0009800718719372753,0.0009800718719372753,0.0,0.0,0.0009800718719372753,0.0,0.0,562,4.448398576512456,116.76923076923077,26.24972307692308,0.505338078291815,0.03234237177393009,233,0,25,0,3,0,0,1,0,0,0,7,0,5,1,8,0,1,0,3,2,3,1,0,4,0,42,45,0,1,0,0,5,0,0,3,37,13,0,4,7,0,0,4,0,0,34,3,49,0,0,0,0,1,37,0,0,20,0,0,0,0,0,1,0,1,2,2,0,0,3,0,0,0,0,4,1,0,0,1,19,5,0,0,1,1,1,1,0,0,2,1,0,3,0,0,6,0,0,0,0,0,11,6,0,0,32,2,19,0,1,0,0,0,12,0,0,0,0,0,0,83,0,0,0,0,1,14,0,8,0,0,0,7,5,0,0,0,0,108,0,0,0,1,0,1,0,31,6,0,26,0.04040404040404041,0,23,15,27,3,0,4,18,6,0,2,98,35,33,12,0,0,22,3,0,0,32,11,12,0,24,1,0,74,54,0,10,1,0,0,0,18,4,90,1,9,0,38,2,0,29783
2858,0.03988803358992302,0.0027991602519244225,0.18229531140657804,2194,0.07697690692792163,0.013296011196641007,0.014345696291112667,0.02589223233030091,0.09167249825052484,0.010496850944716585,0.019244226731980407,0.04058782365290413,0.04723582925122463,0.0,0.017844646606018196,0.0244926522043387,0.02484254723582925,0.06123163051084675,0.05738278516445067,0.01119664100769769,0.0003498950314905528,0.04478656403079076,0.05003498950314905,0.061931420573827854,0.02729181245626312,0.006648005598320504,0.013995801259622114,0.0,0.024142757172848146,0.0017494751574527643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003498950314905528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522,4.477011494252873,80.68571428571428,18.022226297450946,0.5498084291187739,0.04338698390482855,220,1,35,3,3,0,1,0,0,0,0,2,0,6,0,5,0,0,1,1,0,1,3,0,5,4,12,11,0,10,0,1,12,0,0,4,4,8,0,4,4,0,0,0,0,0,43,1,64,1,0,0,5,1,27,0,1,18,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,20,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,13,9,1,0,21,3,24,0,7,0,0,0,4,4,0,1,0,0,0,64,2,0,0,0,1,12,0,5,0,1,0,2,13,0,0,0,1,135,0,0,0,12,0,0,0,14,4,1,35,0.14516129032258066,0,14,12,28,6,2,9,17,29,0,23,67,32,53,9,0,0,18,1,5,5,18,35,16,0,52,0,0,13,42,0,3,2,0,0,6,18,4,64,0,16,0,33,6,0,910821
2993,0.03441363180755095,0.0,0.1790845305713331,2245,0.06181089208152356,0.008018710324089542,0.008686936184430337,0.03942532576010692,0.08853992649515537,0.010023387905111928,0.015369194787838289,0.06247911794186435,0.04376879385232209,0.0010023387905111927,0.010023387905111928,0.02906782492482459,0.02104911460073505,0.051787504176411626,0.058803875709989975,0.00968927497494153,0.0,0.04644169729368527,0.048446374874707654,0.0701637153357835,0.021383227530905446,0.004677581022385567,0.02104911460073505,0.0006682258603407952,0.017039759438690277,0.0006682258603407952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537,4.575418994413408,39.45945945945946,8.624228624228625,0.5865921787709497,0.07083194119612429,185,1,31,0,0,0,3,1,0,0,0,9,0,2,0,7,0,0,0,1,0,0,0,0,5,3,16,10,0,10,0,0,14,0,0,1,7,6,2,1,3,0,0,2,0,0,58,0,50,0,1,0,0,4,21,0,1,21,0,0,1,0,0,2,0,1,3,0,0,0,6,0,0,0,0,4,4,0,1,0,10,8,0,0,0,0,2,0,2,0,6,0,1,2,2,0,2,0,0,0,1,0,9,7,1,0,18,3,12,0,1,0,0,0,11,1,1,0,0,0,0,105,0,0,0,0,1,31,0,15,0,0,0,11,23,2,0,0,0,131,0,0,1,7,1,0,0,5,7,0,74,0.14622641509433962,0,12,2,51,1,3,7,25,8,0,15,90,49,70,14,0,0,20,4,0,0,42,54,21,0,37,1,0,61,47,0,7,2,1,1,3,16,5,54,1,17,0,20,1,0,512464
3032,0.02671503957783641,0.00032981530343007914,0.19195250659630606,2320,0.0649736147757256,0.012203166226912929,0.023746701846965697,0.03924802110817942,0.09168865435356201,0.010554089709762533,0.018139841688654353,0.05672823218997362,0.04518469656992084,0.004947229551451188,0.011213720316622692,0.02836411609498681,0.013522427440633245,0.04848284960422163,0.06662269129287599,0.018139841688654353,0.00032981530343007914,0.02836411609498681,0.040237467018469655,0.06431398416886544,0.023746701846965697,0.005936675461741424,0.026055408970976253,0.0,0.021767810026385226,0.0006596306068601583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,4.202401372212693,49.55,11.790877551020408,0.5094339622641509,0.042546174142480214,197,0,37,0,6,0,0,0,0,2,0,8,0,5,0,9,0,1,2,2,0,1,4,0,6,3,21,21,0,6,0,0,19,1,0,3,2,4,0,1,6,0,0,3,0,0,20,3,35,3,0,0,0,1,19,0,4,5,1,0,1,0,4,0,0,0,0,3,0,0,2,2,0,0,0,1,4,0,0,0,12,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,13,2,0,0,29,9,20,0,0,0,0,0,15,0,0,0,0,1,1,73,0,0,0,0,0,16,0,10,0,2,0,7,15,0,0,1,0,137,0,0,0,16,0,5,0,18,7,0,60,0.14728682170542637,0,25,4,30,3,0,16,27,12,0,8,77,38,69,6,0,0,23,0,0,0,49,8,14,0,39,0,0,64,58,0,8,0,1,0,9,35,8,41,0,10,0,22,5,0,29783
